id,user_id,amount,type,date_time,category,icon_url
1237897,101,4000,credit,2020-04-08 9:39:26,health care,https://api.kliqr.com/images/icons/tags/medication.png
2252376,101,7000,debit,2020-04-08 10:11:11,tithe,https://api.kliqr.com/images/icons/tags/tithe.png
1282959,101,69450,debit,2020-04-14 9:55:51,clothing,https://api.kliqr.com/images/icons/tags/clothing.png
1331924,101,2000,debit,2020-05-01 0:14:58,gym,https://api.kliqr.com/images/icons/tags/gym.png
1189045,101,150000,credit,2020-05-02 6:03:30,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
2969496,101,3000,debit,2020-05-02 10:04:49,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
309594,101,5000,debit,2020-05-03 2:44:03,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
1363282,101,5000,credit,2020-05-08 5:29:19,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
881769,101,200,debit,2020-05-09 9:47:59,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
2848706,101,500,debit,2020-05-12 16:27:14,real estate,https://api.kliqr.com/images/icons/tags/realestate.png
24083,101,1000,debit,2020-05-14 17:45:11,rent,https://api.kliqr.com/images/icons/tags/rent.png
2341,101,19800,debit,2020-05-20 13:04:32,church,https://api.kliqr.com/images/icons/tags/church.png
2245840,101,3949.42,debit,2020-05-23 5:25:21,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
436396,101,200,debit,2020-06-07 15:57:32,travel,https://api.kliqr.com/images/icons/tags/travel.png
2968943,101,200000,credit,2020-06-08 1:07:22,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
1467853,101,100000,debit,2020-06-16 11:02:08,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1291013,101,100,debit,2020-06-19 2:28:24,savings & investment,https://api.kliqr.com/images/icons/tags/savings.png
1465433,101,23.18,debit,2020-06-20 11:42:46,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
1941882,101,55000,credit,2020-06-20 16:34:14,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
2973669,101,7500,debit,2020-06-23 2:34:56,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
1967033,101,5100,debit,2020-06-25 6:22:37,betting,https://api.kliqr.com/images/icons/tags/betting.png
2190012,101,4000,debit,2020-06-25 20:36:01,uber,https://api.kliqr.com/images/icons/tags/uber.png
4947,101,2100,debit,2020-06-28 17:32:28,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
1817274,101,10000,debit,2020-07-03 7:22:42,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
189926,101,60050,debit,2020-07-03 16:19:29,dues,https://api.kliqr.com/images/icons/tags/dues.png
1074311,101,8,debit,2020-07-05 21:44:30,tax,https://api.kliqr.com/images/icons/tags/tax.png
1485,101,400,debit,2020-07-06 0:24:21,uber,https://api.kliqr.com/images/icons/tags/uber.png
2967251,101,700,debit,2020-07-08 19:13:05,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
29395,101,10000,credit,2020-07-16 16:50:08,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
97227,101,10000,debit,2020-07-18 9:30:12,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
1197405,101,2000,debit,2020-07-22 22:31:16,friends,https://api.kliqr.com/images/icons/tags/friends.png
1184884,101,900,debit,2020-07-26 9:13:29,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
1788439,101,20000,credit,2020-07-27 8:03:35,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
2017305,101,30000,credit,2020-08-02 18:17:38,car,https://api.kliqr.com/images/icons/tags/car.png
204482,101,1000,debit,2020-08-06 11:13:26,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
2970587,101,320,credit,2020-08-11 1:48:31,family,https://api.kliqr.com/images/icons/tags/family.png
1615215,101,5100,debit,2020-08-15 21:01:22,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
984414,101,5000,debit,2020-08-20 14:11:09,uber,https://api.kliqr.com/images/icons/tags/uber.png
1349351,101,2500,debit,2020-08-21 17:08:00,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
2620998,101,1000,debit,2020-08-22 3:11:21,data,https://api.kliqr.com/images/icons/tags/data.png
646147,101,5000,debit,2020-08-22 20:11:44,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
2900953,101,500,debit,2020-08-23 2:53:00,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
1806699,101,1000,debit,2020-08-27 1:14:19,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
1476653,101,7241.55,debit,2020-09-04 13:17:22,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1273687,101,1000,debit,2020-09-04 20:51:31,lounge & bar,https://api.kliqr.com/images/icons/tags/lounge-and-bar.png
853451,101,59,credit,2020-09-06 11:48:15,interest,https://api.kliqr.com/images/icons/tags/interest.png
977620,101,4000,credit,2020-09-11 14:22:37,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
1333285,101,1500,debit,2020-09-17 13:56:26,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
520714,101,3750,debit,2020-09-19 11:49:26,salary,https://api.kliqr.com/images/icons/tags/salary.png
1203615,101,3152.5,debit,2020-09-20 4:15:58,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
1452459,101,200,debit,2020-09-20 5:17:05,work,https://api.kliqr.com/images/icons/tags/work.png
7898,101,1000,debit,2020-09-24 3:35:58,loan,https://api.kliqr.com/images/icons/tags/loan.png
1998608,101,3180,debit,2020-09-24 7:39:55,uber,https://api.kliqr.com/images/icons/tags/uber.png
1453667,101,50,debit,2020-10-06 21:05:56,dry cleaning,https://api.kliqr.com/images/icons/tags/laundry.png
29810,101,1000,debit,2020-10-10 12:58:17,gadgets & electronics,https://api.kliqr.com/images/icons/tags/gadgets.png
57939,101,52.5,debit,2020-10-13 4:08:27,health care,https://api.kliqr.com/images/icons/tags/medication.png
823024,101,931000,credit,2020-10-13 16:14:47,taxi,https://api.kliqr.com/images/icons/tags/taxi.png
1228901,101,5000,debit,2020-10-19 15:44:21,tithe,https://api.kliqr.com/images/icons/tags/tithe.png
2751924,101,300,debit,2020-10-20 1:16:52,friends & family,https://api.kliqr.com/images/icons/tags/friends.png
1437104,101,100,debit,2020-10-25 10:05:26,uber,https://api.kliqr.com/images/icons/tags/uber.png
923844,101,200,debit,2020-10-26 17:48:03,personal care,https://api.kliqr.com/images/icons/tags/personal-care.png
864940,101,100000,credit,2020-10-27 9:56:36,medication & drugs,https://api.kliqr.com/images/icons/tags/medication.png
13573,101,30000,debit,2020-10-28 7:53:32,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1294053,101,12000,debit,2020-11-02 19:05:11,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
13659,101,65,debit,2020-11-03 0:22:20,uber,https://api.kliqr.com/images/icons/tags/uber.png
2189990,101,240000,credit,2020-11-05 8:27:35,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
1234613,101,50000,credit,2020-11-08 17:53:23,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
36885,101,200,debit,2020-11-09 1:04:17,real estate,https://api.kliqr.com/images/icons/tags/realestate.png
2146958,101,65000,debit,2020-11-10 8:08:03,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
119783,101,300,debit,2020-11-15 12:14:03,church,https://api.kliqr.com/images/icons/tags/church.png
871733,101,500,debit,2020-11-21 16:23:23,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
1305400,101,8000,debit,2020-11-23 17:06:38,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
1346465,101,2000,debit,2020-11-28 8:14:44,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
870599,101,100,debit,2020-12-01 20:29:32,savings & investment,https://api.kliqr.com/images/icons/tags/savings.png
1327862,101,3000,debit,2020-12-05 16:50:50,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
1363417,101,5000,debit,2020-12-05 23:45:28,uber,https://api.kliqr.com/images/icons/tags/uber.png
369108,101,52.5,debit,2020-12-06 3:12:50,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
2874,101,2000,credit,2020-12-07 15:36:45,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
2967332,101,11052.5,debit,2020-12-09 16:31:03,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
1257472,101,116666,credit,2020-12-16 6:02:15,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
1166046,101,12000,debit,2020-12-17 10:45:59,travel,https://api.kliqr.com/images/icons/tags/travel.png
902872,101,500,debit,2020-12-20 18:04:19,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
885415,101,500,debit,2020-12-28 4:01:48,betting,https://api.kliqr.com/images/icons/tags/betting.png
5227,101,106000,credit,2021-01-01 14:24:39,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
9295,101,13000,debit,2021-01-05 3:50:41,dues,https://api.kliqr.com/images/icons/tags/dues.png
751588,101,50,debit,2021-01-05 10:17:05,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
287956,101,20000,debit,2021-01-10 5:07:13,tax,https://api.kliqr.com/images/icons/tags/tax.png
30476,101,20,debit,2021-01-10 12:11:40,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
480820,101,40100,credit,2021-01-16 19:04:23,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
2452983,101,2000,debit,2021-01-21 2:22:41,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1443068,101,50,debit,2021-01-21 18:41:20,uber,https://api.kliqr.com/images/icons/tags/uber.png
1296166,101,200,debit,2021-01-23 1:48:20,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
1156251,101,200,debit,2021-01-27 19:46:44,friends,https://api.kliqr.com/images/icons/tags/friends.png
1266827,107,50000,credit,2020-02-01 7:25:24,family,https://api.kliqr.com/images/icons/tags/family.png
1427447,107,20005.75,debit,2020-02-10 2:12:59,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
899003,107,50,debit,2020-02-11 19:02:18,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
913616,107,1500,debit,2020-02-12 17:15:31,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
986020,107,300000,debit,2020-02-12 17:32:26,uber,https://api.kliqr.com/images/icons/tags/uber.png
1806469,107,4,debit,2020-02-13 11:06:26,data,https://api.kliqr.com/images/icons/tags/data.png
959890,107,50,debit,2020-02-17 19:14:35,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
564266,107,1600,debit,2020-02-20 12:27:15,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
1060744,107,20000,credit,2020-02-22 23:34:55,car,https://api.kliqr.com/images/icons/tags/car.png
1275674,107,100,debit,2020-02-25 8:24:51,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1137642,107,200,debit,2020-03-02 23:01:42,home,https://api.kliqr.com/images/icons/tags/home.png
1290550,107,7000,debit,2020-03-07 8:21:11,interest,https://api.kliqr.com/images/icons/tags/interest.png
873134,107,50,credit,2020-03-07 14:46:44,lounge & bar,https://api.kliqr.com/images/icons/tags/lounge-and-bar.png
1661358,107,178000,credit,2020-03-09 4:20:17,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
2973246,107,50,debit,2020-03-10 18:16:21,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
236428,107,3000,debit,2020-03-14 13:17:23,work,https://api.kliqr.com/images/icons/tags/work.png
989499,107,32552.5,debit,2020-03-16 21:52:53,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
1021924,107,52.5,debit,2020-03-23 17:18:30,generator,https://api.kliqr.com/images/icons/tags/generator.png
1309442,107,3500,debit,2020-03-28 1:47:30,loan,https://api.kliqr.com/images/icons/tags/loan.png
1343356,107,800,debit,2020-03-28 22:04:56,salary,https://api.kliqr.com/images/icons/tags/salary.png
1276182,107,700,debit,2020-04-02 10:37:16,cash withdrawal,https://api.kliqr.com/images/icons/tags/cash-withdrawal.png
1229440,107,52.5,debit,2020-04-02 16:12:34,clothing,https://api.kliqr.com/images/icons/tags/clothing.png
2969442,107,1900,debit,2020-04-05 21:26:41,tithe,https://api.kliqr.com/images/icons/tags/tithe.png
1069711,107,3500,credit,2020-04-06 2:27:18,medication & drugs,https://api.kliqr.com/images/icons/tags/medication.png
937574,107,3000,credit,2020-04-10 7:35:45,health care,https://api.kliqr.com/images/icons/tags/medication.png
820407,107,50,debit,2020-04-13 3:07:30,taxi,https://api.kliqr.com/images/icons/tags/taxi.png
2295432,107,200,debit,2020-04-20 13:12:39,personal care,https://api.kliqr.com/images/icons/tags/personal-care.png
1236377,107,200,debit,2020-04-22 13:07:47,dry cleaning,https://api.kliqr.com/images/icons/tags/laundry.png
1218697,107,4000,debit,2020-04-25 18:29:42,friends & family,https://api.kliqr.com/images/icons/tags/friends.png
9762,107,1000000,debit,2020-04-26 10:56:01,gadgets & electronics,https://api.kliqr.com/images/icons/tags/gadgets.png
395307,107,50,debit,2020-05-04 14:58:14,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
13407,107,46250,credit,2020-05-10 1:58:12,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
1452793,107,52.5,debit,2020-05-11 1:06:01,real estate,https://api.kliqr.com/images/icons/tags/realestate.png
2597973,107,7000,debit,2020-05-13 15:57:02,church,https://api.kliqr.com/images/icons/tags/church.png
444522,107,6500,debit,2020-05-17 22:21:59,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
433306,107,800,debit,2020-05-18 13:46:16,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
11185,107,52.5,debit,2020-05-19 19:35:42,gym,https://api.kliqr.com/images/icons/tags/gym.png
13890,107,4000,credit,2020-05-20 11:44:47,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
29245,107,400,debit,2020-05-25 3:24:04,rent,https://api.kliqr.com/images/icons/tags/rent.png
1424461,107,1099.25,debit,2020-05-26 23:49:14,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
2030987,107,60000,debit,2020-06-07 14:51:16,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
2966810,107,1000,debit,2020-06-11 21:50:24,betting,https://api.kliqr.com/images/icons/tags/betting.png
876885,107,160000,credit,2020-06-13 13:31:21,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
1339093,107,1770,debit,2020-06-14 10:08:02,savings & investment,https://api.kliqr.com/images/icons/tags/savings.png
1016398,107,32700,credit,2020-06-16 18:06:16,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
2968443,107,500000,debit,2020-06-18 0:03:28,baby items,https://api.kliqr.com/images/icons/tags/baby-items.png
2770925,107,10000,debit,2020-06-18 2:21:04,travel,https://api.kliqr.com/images/icons/tags/travel.png
1348797,107,500,debit,2020-06-24 9:50:21,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
1369385,107,10,debit,2020-06-25 13:43:15,education,https://api.kliqr.com/images/icons/tags/education.png
1280641,107,4000,debit,2020-06-28 18:11:10,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
1100687,107,8000,debit,2020-07-04 22:41:49,gidifarm,https://api.kliqr.com/images/icons/tags/gidifarms.png
13969,107,172.33,credit,2020-07-05 12:29:01,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
2629603,107,1500,debit,2020-07-06 20:42:48,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
2567229,107,11052.5,debit,2020-07-09 6:22:58,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
950804,107,2000,credit,2020-07-11 2:41:02,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
1007211,107,4340,debit,2020-07-13 23:53:58,tax,https://api.kliqr.com/images/icons/tags/tax.png
353693,107,25000,debit,2020-07-16 21:27:34,farming,https://api.kliqr.com/images/icons/tags/farming.png
949520,107,184,debit,2020-07-19 6:16:26,friends,https://api.kliqr.com/images/icons/tags/friends.png
1234513,107,70000,debit,2020-07-21 22:11:57,dues,https://api.kliqr.com/images/icons/tags/dues.png
33000,107,1850,debit,2020-07-26 1:22:41,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
1273641,107,194250,credit,2020-08-01 7:05:08,family,https://api.kliqr.com/images/icons/tags/family.png
1413629,107,250,debit,2020-08-06 23:46:31,uber,https://api.kliqr.com/images/icons/tags/uber.png
1285851,107,4052.5,debit,2020-08-07 3:33:36,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
1095420,107,4500,debit,2020-08-11 9:19:40,data,https://api.kliqr.com/images/icons/tags/data.png
1401121,107,40000,debit,2020-08-16 4:04:19,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
1545747,107,1300,debit,2020-08-16 11:48:37,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
552443,107,10000,debit,2020-08-20 7:30:39,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
1304791,107,2843941.8,debit,2020-08-21 22:15:40,car,https://api.kliqr.com/images/icons/tags/car.png
1194840,107,18000,credit,2020-08-21 22:59:22,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
957774,107,2000,debit,2020-08-27 21:31:11,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
1213376,107,1000,debit,2020-09-02 22:28:20,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
1470778,107,2000,debit,2020-09-05 16:57:06,work,https://api.kliqr.com/images/icons/tags/work.png
1563322,107,462,debit,2020-09-11 10:41:32,generator,https://api.kliqr.com/images/icons/tags/generator.png
924042,107,100,debit,2020-09-11 23:16:47,salary,https://api.kliqr.com/images/icons/tags/salary.png
1282751,107,100,debit,2020-09-15 22:29:19,home,https://api.kliqr.com/images/icons/tags/home.png
30036,107,5230,debit,2020-09-17 1:04:28,lounge & bar,https://api.kliqr.com/images/icons/tags/lounge-and-bar.png
982597,107,9500,credit,2020-09-20 18:02:45,interest,https://api.kliqr.com/images/icons/tags/interest.png
1197438,107,2700,credit,2020-09-22 19:58:04,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
2725002,107,1000,debit,2020-09-22 22:16:05,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
1276130,107,32000,debit,2020-09-25 19:59:06,loan,https://api.kliqr.com/images/icons/tags/loan.png
940600,107,500,debit,2020-10-07 13:51:05,taxi,https://api.kliqr.com/images/icons/tags/taxi.png
1942141,107,406,credit,2020-10-09 18:23:41,health care,https://api.kliqr.com/images/icons/tags/medication.png
1100558,107,80000,debit,2020-10-11 3:52:35,cash withdrawal,https://api.kliqr.com/images/icons/tags/cash-withdrawal.png
1301219,107,8.07,debit,2020-10-14 15:02:58,gadgets & electronics,https://api.kliqr.com/images/icons/tags/gadgets.png
255448,107,50,debit,2020-10-15 7:20:33,tithe,https://api.kliqr.com/images/icons/tags/tithe.png
1311264,107,1000,debit,2020-10-18 19:14:23,personal care,https://api.kliqr.com/images/icons/tags/personal-care.png
1285627,107,65,credit,2020-10-21 17:11:56,medication & drugs,https://api.kliqr.com/images/icons/tags/medication.png
1982146,107,1000,debit,2020-10-26 13:51:00,friends & family,https://api.kliqr.com/images/icons/tags/friends.png
2865032,107,2000,debit,2020-10-27 2:32:58,clothing,https://api.kliqr.com/images/icons/tags/clothing.png
917855,107,129250,debit,2020-10-27 11:40:01,dry cleaning,https://api.kliqr.com/images/icons/tags/laundry.png
32899,107,200,debit,2020-11-08 6:16:33,airtime,https://api.kliqr.com/images/icons/tags/airtime.png
1108353,107,1350,debit,2020-11-08 11:44:57,gift & donations,https://api.kliqr.com/images/icons/tags/gift.png
1148027,107,33000,credit,2020-11-08 15:18:39,tollgate,https://api.kliqr.com/images/icons/tags/tollgate.png
2973448,107,109887,credit,2020-11-12 9:13:46,wedding,https://api.kliqr.com/images/icons/tags/wedding.png
401516,107,52.5,debit,2020-11-14 2:59:50,church,https://api.kliqr.com/images/icons/tags/church.png
1230333,107,2200,debit,2020-11-15 21:11:09,real estate,https://api.kliqr.com/images/icons/tags/realestate.png
972924,107,400,debit,2020-11-23 1:23:47,cinema,https://api.kliqr.com/images/icons/tags/cinema.png
2946458,107,10000,debit,2020-11-24 12:16:31,gym,https://api.kliqr.com/images/icons/tags/gym.png
12659,107,2000,debit,2020-11-26 5:48:19,rent,https://api.kliqr.com/images/icons/tags/rent.png
1363342,107,10000,debit,2020-11-27 3:27:50,taxify,https://api.kliqr.com/images/icons/tags/taxify.png
947618,107,1900,credit,2020-12-01 4:39:49,pocket money,https://api.kliqr.com/images/icons/tags/pocket-money.png
936769,107,1152.5,debit,2020-12-03 5:16:36,savings & investment,https://api.kliqr.com/images/icons/tags/savings.png
2645729,107,5000,debit,2020-12-04 14:52:37,loan repayment,https://api.kliqr.com/images/icons/tags/loan.png
33082,107,550,debit,2020-12-16 19:37:24,airfare,https://api.kliqr.com/images/icons/tags/airfare.png
772343,107,2000,credit,2020-12-19 4:40:16,insurance,https://api.kliqr.com/images/icons/tags/insurance.png
2789153,107,216000,debit,2020-12-19 21:36:59,travel,https://api.kliqr.com/images/icons/tags/travel.png
1905140,107,18000,debit,2020-12-21 21:10:52,education,https://api.kliqr.com/images/icons/tags/education.png
988118,107,100,debit,2020-12-21 23:47:11,isusu & contribution,https://api.kliqr.com/images/icons/tags/isusu.png
2968171,107,52.5,debit,2020-12-22 23:53:22,baby items,https://api.kliqr.com/images/icons/tags/baby-items.png
2946627,107,1000,debit,2020-12-25 7:33:37,betting,https://api.kliqr.com/images/icons/tags/betting.png
4756,107,52.5,debit,2021-01-06 13:52:01,friends,https://api.kliqr.com/images/icons/tags/friends.png
1341080,107,215000,debit,2021-01-13 13:33:32,hotel & travel,https://api.kliqr.com/images/icons/tags/hotel.png
1275032,107,400,debit,2021-01-17 12:16:45,vacation,https://api.kliqr.com/images/icons/tags/vacation.png
1285590,107,2000,debit,2021-01-18 0:23:51,gidifarm,https://api.kliqr.com/images/icons/tags/gidifarms.png
34535,107,52.5,debit,2021-01-19 9:52:47,dues,https://api.kliqr.com/images/icons/tags/dues.png
1357480,107,2000,debit,2021-01-24 0:27:04,farming,https://api.kliqr.com/images/icons/tags/farming.png
1377968,107,120000,credit,2021-01-25 6:28:07,bills & utilities,https://api.kliqr.com/images/icons/tags/utility.png
2451,107,5000,debit,2021-01-28 1:18:02,beauty,https://api.kliqr.com/images/icons/tags/beauty.png
1614179,107,5000,credit,2021-01-28 15:12:27,tax,https://api.kliqr.com/images/icons/tags/tax.png
1122801,107,2000,debit,2021-01-28 19:01:09,yoga,https://api.kliqr.com/images/icons/tags/yoga.png
2970427,194,30000,credit,2020-02-05 5:00:56,car,https://api.kliqr.com/images/icons/tags/car.png
968530,194,199,debit,2020-02-12 1:13:05,food stuff,https://api.kliqr.com/images/icons/tags/food-stuff.png
1280490,194,1000,credit,2020-02-19 3:15:04,family,https://api.kliqr.com/images/icons/tags/family.png
1185611,194,8000,debit,2020-02-20 6:58:28,bank charges,https://api.kliqr.com/images/icons/tags/bank-charges.png
2277888,194,1500,debit,2020-02-21 5:49:06,data,https://api.kliqr.com/images/icons/tags/data.png
921812,194,6000,debit,2020-02-21 8:18:26,dstv,https://api.kliqr.com/images/icons/tags/dstv.png
14110,194,52.5,debit,2020-02-21 15:46:12,fuel,https://api.kliqr.com/images/icons/tags/fuel.png
977640,194,100,debit,2020-02-21 20:55:11,supermarket & store,https://api.kliqr.com/images/icons/tags/supermarket-and-store.png
1372107,194,5000,debit,2020-02-26 8:14:34,gotv,https://api.kliqr.com/images/icons/tags/gotv.png
2288315,194,5012.78,debit,2020-02-26 22:37:22,uber,https://api.kliqr.com/images/icons/tags/uber.png
15732,194,10000,debit,2020-03-04 6:02:01,home,https://api.kliqr.com/images/icons/tags/home.png
2971361,194,3000,credit,2020-03-06 19:24:18,interest,https://api.kliqr.com/images/icons/tags/interest.png
838699,194,3000,debit,2020-03-08 22:37:17,fitness,https://api.kliqr.com/images/icons/tags/fitness.png
1960613,194,16,debit,2020-03-19 20:35:07,salary,https://api.kliqr.com/images/icons/tags/salary.png
1354998,194,10000,credit,2020-03-22 19:30:00,restaurant & fast food,https://api.kliqr.com/images/icons/tags/restaurant-and-fastfood.png
1363314,194,10000,debit,2020-03-24 19:50:09,generator,https://api.kliqr.com/images/icons/tags/generator.png
976207,194,240,debit,2020-03-25 11:34:18,loan,https://api.kliqr.com/images/icons/tags/loan.png
1274617,194,10000,debit,2020-03-27 7:15:56,shoes,https://api.kliqr.com/images/icons/tags/shoes.png
